565	220	454	223
565	220	448	223
565	220	443	223
565	220	439	223
565	220	435	222
565	220	431	221
565	220	429	221
565	220	428	221
563	220	454	223
563	220	448	223
563	220	443	223
563	220	439	223
563	220	435	222
563	220	431	221
563	220	429	221
563	220	428	221
559	220	454	223
559	220	448	223
559	220	443	223
559	220	439	223
559	220	435	222
559	220	431	221
559	220	429	221
559	220	428	221
554	221	460	224
554	221	454	223
554	221	448	223
554	221	443	223
554	221	439	223
554	221	435	222
554	221	431	221
554	221	429	221
554	221	428	221
547	221	454	223
547	221	448	223
547	221	443	223
547	221	439	223
547	221	435	222
547	221	431	221
547	221	429	221
547	221	428	221
539	221	454	223
539	221	448	223
539	221	443	223
539	221	439	223
539	221	435	222
539	221	431	221
539	221	429	221
539	221	428	221
531	221	454	223
531	221	448	223
531	221	443	223
531	221	439	223
531	221	435	222
531	221	431	221
531	221	429	221
531	221	428	221
524	221	454	223
524	221	448	223
524	221	443	223
524	221	439	223
524	221	435	222
524	221	431	221
524	221	429	221
524	221	428	221
518	222	454	223
518	222	448	223
518	222	443	223
518	222	439	223
518	222	435	222
518	222	431	221
518	222	429	221
518	222	428	221
513	222	448	223
513	222	443	223
513	222	439	223
513	222	435	222
513	222	431	221
513	222	429	221
513	222	428	221
508	222	448	223
508	222	443	223
508	222	439	223
508	222	435	222
508	222	431	221
508	222	429	221
508	222	428	221
505	222	443	223
505	222	439	223
505	222	435	222
505	222	431	221
505	222	429	221
505	222	428	221
501	223	443	223
501	223	439	223
501	223	435	222
501	223	431	221
501	223	429	221
501	223	428	221
496	223	439	223
496	223	435	222
496	223	431	221
496	223	429	221
496	223	428	221
491	223	435	222
491	223	431	221
491	223	429	221
491	223	428	221
485	223	435	222
485	223	431	221
485	223	429	221
485	223	428	221
531	178	432	175
531	178	432	174
531	178	435	173
531	178	442	172
520	176	432	175
520	176	432	174
520	176	435	173
520	176	442	172
620	160	425	115
618	158	425	115
615	156	425	115
615	156	423	115
615	156	423	114
607	152	434	118
607	152	429	117
607	152	425	115
607	152	423	115
607	152	423	114
593	148	425	115
593	148	423	115
593	148	423	114
575	143	425	115
575	143	423	115
575	143	423	114
555	140	434	118
555	140	429	117
555	140	425	115
555	140	423	115
555	140	423	114
536	137	429	117
536	137	425	115
536	137	423	115
536	137	423	114
518	134	425	115
518	134	423	115
518	134	423	114
503	132	429	117
503	132	425	115
503	132	423	115
503	132	423	114
491	130	425	115
491	130	423	115
491	130	423	114
623	162	448	90
623	162	440	89
621	158	448	90
621	158	440	89
621	158	434	89
616	152	448	90
616	152	440	89
616	152	434	89
616	152	429	89
608	144	448	90
608	144	440	89
608	144	434	89
608	144	429	89
608	144	425	88
608	144	421	87
608	144	418	87
608	144	417	87
595	135	448	90
595	135	440	89
595	135	434	89
595	135	429	89
595	135	425	88
595	135	421	87
595	135	418	87
595	135	417	87
595	135	417	87
579	127	448	90
579	127	440	89
579	127	434	89
579	127	429	89
579	127	425	88
579	127	421	87
579	127	418	87
579	127	417	87
579	127	417	87
562	120	448	90
562	120	440	89
562	120	434	89
562	120	429	89
562	120	425	88
562	120	421	87
562	120	418	87
562	120	417	87
562	120	417	87
545	113	434	89
545	113	429	89
545	113	425	88
545	113	421	87
545	113	418	87
545	113	417	87
545	113	417	87
528	106	434	89
