7	27	38
7	47	68
7	69	81
7	94	114
7	115	131
7	132	148
7	205	242
7	243	265
7	273	285
7	288	321
7	322	335
7	345	360
7	397	411
7	431	442
7	443	456
7	474	489
7	497	508
2	79	108
2	109	130
2	184	196
2	197	229
2	235	269
2	271	312
2	314	381
2	387	399
2	429	444
2	575	621
2	623	641
2	642	673
2	674	693
1	110	124
1	126	138
1	139	151
1	152	166
1	167	178
1	179	191
1	203	217
1	218	243
1	282	295
1	297	309
1	324	338
1	339	356
1	357	372
1	373	392
1	394	406
1	418	431
1	432	443
1	456	474
1	519	541
1	556	567
1	568	580
1	665	685
1	686	697
1	699	711
1	712	724
1	743	754
1	756	767
1	769	780
1	826	849
1	956	977
1	1019	1031
1	1092	1105
1	1107	1119
1	1141	1164
1	1165	1192
1	1193	1204
1	1206	1218
1	1284	1295
1	1310	1322
1	1333	1352
1	1378	1389
1	1400	1419
1	1442	1471
1	1472	1485
1	1487	1498
1	1563	1592
1	1603	1628
1	1630	1655
1	1656	1677
1	1684	1700
1	1707	1719
1	1720	1739
1	1740	1757
1	1759	1772
1	1793	1815
1	1839	1854
1	1855	1869
1	1870	1895
1	1900	1923
1	1964	1989
1	1990	2022
1	2035	2049
1	2051	2064
1	2068	2079
1	2111	2177
1	2179	2191
1	2204	2279
1	2289	2316
1	2317	2330
1	2331	2345
